"CIF","CARDNUMBER","TRANSACTIONID"
96,"504-33-0552",392724
97,"134-40-3885",977784
98,"438-28-8232",419300
99,"418-87-2656",289571
100,"160-61-7604",771650
1,"348-14-6088",154458
2,"285-83-6186",189128
3,"811-84-3310",988911
4,"773-80-8680",199653
5,"171-24-1530",246964
6,"110-44-7471",986239
7,"425-86-2712",284901
8,"830-04-7362",581761
9,"564-28-0407",334077
10,"077-14-3850",640776
11,"748-68-5701",849835
1,"348-14-6088",327548
2,"285-83-6186",245288
3,"811-84-3310",165415
4,"773-80-8680",366749
5,"171-24-1530",904045
6,"110-44-7471",899567
7,"425-86-2712",675468
8,"830-04-7362",110182
9,"564-28-0407",858064
10,"077-14-3850",188961
11,"748-68-5701",717498
12,"031-57-1657",723994
13,"142-35-0766",499723
14,"145-28-6565",123388
15,"112-63-6481",111241
16,"853-42-5384",354168
17,"832-23-2782",147210
18,"702-72-3427",967658
19,"010-51-1700",334330
20,"355-41-2463",634568
21,"725-05-6638",966958
22,"105-78-4218",311375
23,"043-88-2028",817630
24,"865-72-7506",444075
25,"565-50-8781",419845
26,"358-87-6367",655558
27,"778-08-5267",784599
28,"322-56-6040",203081
29,"417-50-2805",228722
30,"478-77-0168",857501
31,"057-47-0307",855271
32,"731-01-3327",847820
33,"084-76-7037",561533
34,"667-88-5438",629515
35,"775-26-1206",182733
36,"723-13-7731",147798
37,"377-16-0536",375181
38,"588-25-0202",401260
39,"573-50-0347",251123
40,"801-64-4471",807441
41,"354-16-2062",232065
42,"837-86-6353",766242
43,"471-02-2438",479964
44,"745-84-5503",633722
45,"542-35-2342",888094
46,"161-78-0226",969808
47,"100-74-7353",598651
48,"821-51-0773",308494
49,"500-88-5554",602001
50,"362-64-7780",684032
51,"671-68-5564",941062
52,"060-11-2111",534209
53,"682-81-7633",310494
54,"710-87-8515",112456
55,"804-18-1012",744924
56,"117-77-0065",421757
57,"624-13-0454",702771
58,"328-13-7268",392782
59,"461-25-2550",922617
60,"347-47-0667",762385
61,"134-35-4852",485874
62,"105-66-5586",500859
63,"345-71-0885",210119
64,"636-02-3822",368347
65,"583-85-7164",246097
66,"803-22-4017",784656
67,"824-65-1518",942230
68,"348-74-5400",919867
69,"075-68-1033",420644
70,"428-12-4181",746279
71,"606-32-8656",775522
72,"810-82-6185",985524
73,"773-36-5267",933399
74,"011-20-5434",910058
75,"181-68-1544",275356
76,"816-73-7264",668624
77,"637-18-8217",828971
78,"427-26-4174",606863
79,"232-33-8711",193435
80,"323-08-2058",326212
81,"001-78-5567",957594
82,"478-83-4181",770236
83,"536-34-7814",105423
84,"478-07-6871",358101
85,"031-21-8088",461126
86,"842-34-2305",179378
87,"652-07-4277",664620
88,"458-65-8450",237926
89,"760-55-5756",333616
90,"664-42-2061",817705
91,"872-51-8188",945471
92,"623-81-7544",654456
93,"170-78-2658",130916
94,"481-16-5303",925765
95,"682-58-1827",183999
96,"504-33-0552",650845
97,"134-40-3885",259780
98,"438-28-8232",960795
99,"418-87-2656",582739
100,"160-61-7604",309012
1,"348-14-6088",309200
2,"285-83-6186",825391
3,"811-84-3310",334741
4,"773-80-8680",537538
5,"171-24-1530",334359
6,"110-44-7471",357134
7,"425-86-2712",365810
8,"830-04-7362",457632
9,"564-28-0407",606893
10,"077-14-3850",824418
11,"748-68-5701",919855
1,"348-14-6088",586211
2,"285-83-6186",560495
3,"811-84-3310",355490
4,"773-80-8680",164916
5,"171-24-1530",521395
6,"110-44-7471",463570
7,"425-86-2712",844426
8,"830-04-7362",687848
9,"564-28-0407",234931
10,"077-14-3850",512567
11,"748-68-5701",829489
12,"031-57-1657",548855
13,"142-35-0766",793770
14,"145-28-6565",264060
15,"112-63-6481",189405
16,"853-42-5384",781009
17,"832-23-2782",409864
18,"702-72-3427",107750
19,"010-51-1700",488344
20,"355-41-2463",265096
21,"725-05-6638",821412
22,"105-78-4218",341757
23,"043-88-2028",107340
24,"865-72-7506",459440
25,"565-50-8781",708027
26,"358-87-6367",176237
27,"778-08-5267",778049
28,"322-56-6040",952351
29,"417-50-2805",319770
30,"478-77-0168",931038
31,"057-47-0307",130004
32,"731-01-3327",756205
33,"084-76-7037",701944
34,"667-88-5438",929685
35,"775-26-1206",363951
36,"723-13-7731",492377
37,"377-16-0536",896125
38,"588-25-0202",362600
39,"573-50-0347",164834
40,"801-64-4471",467191
41,"354-16-2062",343872
42,"837-86-6353",905091
43,"471-02-2438",286431
44,"745-84-5503",703872
45,"542-35-2342",849790
46,"161-78-0226",926920
47,"100-74-7353",368488
48,"821-51-0773",811157
49,"500-88-5554",994177
50,"362-64-7780",776924
51,"671-68-5564",368181
52,"060-11-2111",865155
53,"682-81-7633",378919
54,"710-87-8515",368117
55,"804-18-1012",269499
56,"117-77-0065",962792
57,"624-13-0454",500365
58,"328-13-7268",829026
59,"461-25-2550",212163
60,"347-47-0667",693176
61,"134-35-4852",560757
62,"105-66-5586",812729
63,"345-71-0885",695303
64,"636-02-3822",685455
65,"583-85-7164",533075
66,"803-22-4017",144120
67,"824-65-1518",479269
68,"348-74-5400",762241
69,"075-68-1033",207493
70,"428-12-4181",901959
71,"606-32-8656",845540
72,"810-82-6185",251974
73,"773-36-5267",971433
74,"011-20-5434",941294
75,"181-68-1544",927210
76,"816-73-7264",416012
77,"637-18-8217",823039
78,"427-26-4174",700607
79,"232-33-8711",587361
80,"323-08-2058",891242
81,"001-78-5567",780226
82,"478-83-4181",786430
83,"536-34-7814",357517
84,"478-07-6871",260201
85,"031-21-8088",120811
86,"842-34-2305",954714
87,"652-07-4277",579310
88,"458-65-8450",929914
89,"760-55-5756",668417
90,"664-42-2061",764333
91,"872-51-8188",581285
92,"623-81-7544",177085
93,"170-78-2658",246184
94,"481-16-5303",387657
95,"682-58-1827",422302
96,"504-33-0552",443103
97,"134-40-3885",275959
98,"438-28-8232",301287
99,"418-87-2656",342382
100,"160-61-7604",628351
1,"348-14-6088",719351
2,"285-83-6186",394561
3,"811-84-3310",552389
4,"773-80-8680",135913
5,"171-24-1530",480299
6,"110-44-7471",775043
7,"425-86-2712",761585
8,"830-04-7362",216477
9,"564-28-0407",769477
10,"077-14-3850",492010
11,"748-68-5701",290544
1,"348-14-6088",268882
2,"285-83-6186",947469
3,"811-84-3310",134572
4,"773-80-8680",708612
5,"171-24-1530",902787
6,"110-44-7471",936614
7,"425-86-2712",390139
8,"830-04-7362",832312
9,"564-28-0407",176052
10,"077-14-3850",388504
11,"748-68-5701",297014
12,"031-57-1657",592010
13,"142-35-0766",840551
14,"145-28-6565",393256
15,"112-63-6481",830768
16,"853-42-5384",504482
17,"832-23-2782",717768
18,"702-72-3427",133917
19,"010-51-1700",808859
20,"355-41-2463",853058
21,"725-05-6638",809367
22,"105-78-4218",482867
23,"043-88-2028",642658
24,"865-72-7506",648355
25,"565-50-8781",931450
26,"358-87-6367",358262
27,"778-08-5267",195077
28,"322-56-6040",387634
29,"417-50-2805",523169
30,"478-77-0168",964230
31,"057-47-0307",416387
32,"731-01-3327",228321
33,"084-76-7037",176705
34,"667-88-5438",624692
35,"775-26-1206",998435
36,"723-13-7731",145932
37,"377-16-0536",801123
38,"588-25-0202",334172
39,"573-50-0347",252411
40,"801-64-4471",795972
41,"354-16-2062",575870
42,"837-86-6353",256516
43,"471-02-2438",890918
44,"745-84-5503",640755
45,"542-35-2342",482356
46,"161-78-0226",255323
47,"100-74-7353",118309
48,"821-51-0773",262011
49,"500-88-5554",707555
50,"362-64-7780",379656
51,"671-68-5564",671766
52,"060-11-2111",166604
53,"682-81-7633",171050
54,"710-87-8515",200065
55,"804-18-1012",739097
56,"117-77-0065",634944
57,"624-13-0454",276920
58,"328-13-7268",232349
59,"461-25-2550",917491
60,"347-47-0667",321280
61,"134-35-4852",879798
62,"105-66-5586",699826
63,"345-71-0885",915504
64,"636-02-3822",962840
65,"583-85-7164",673469
66,"803-22-4017",194765
67,"824-65-1518",538349
68,"348-74-5400",437008
69,"075-68-1033",358686
70,"428-12-4181",179285
71,"606-32-8656",605617
72,"810-82-6185",816001
73,"773-36-5267",311371
74,"011-20-5434",209783
75,"181-68-1544",742583
76,"816-73-7264",359875
77,"637-18-8217",133751
78,"427-26-4174",270694
79,"232-33-8711",602134
80,"323-08-2058",827543
81,"001-78-5567",291994
82,"478-83-4181",734937
83,"536-34-7814",823886
84,"478-07-6871",902476
85,"031-21-8088",342040
86,"842-34-2305",322383
87,"652-07-4277",191830
88,"458-65-8450",462121
89,"760-55-5756",266331
90,"664-42-2061",488363
91,"872-51-8188",251636
92,"623-81-7544",619133
93,"170-78-2658",677130
94,"481-16-5303",144586
95,"682-58-1827",886306
96,"504-33-0552",582708
97,"134-40-3885",846676
98,"438-28-8232",735660
99,"418-87-2656",989027
100,"160-61-7604",859887
1,"348-14-6088",720569
2,"285-83-6186",281775
3,"811-84-3310",979302
4,"773-80-8680",901589
5,"171-24-1530",587643
6,"110-44-7471",869835
7,"425-86-2712",875067
8,"830-04-7362",551328
9,"564-28-0407",437367
10,"077-14-3850",824535
11,"748-68-5701",406770
1,"348-14-6088",921308
2,"285-83-6186",591995
3,"811-84-3310",816746
4,"773-80-8680",591945
5,"171-24-1530",861007
6,"110-44-7471",865436
7,"425-86-2712",919343
8,"830-04-7362",484167
9,"564-28-0407",107300
10,"077-14-3850",789651
11,"748-68-5701",474059
12,"031-57-1657",556007
13,"142-35-0766",862038
14,"145-28-6565",791189
15,"112-63-6481",201025
16,"853-42-5384",817299
17,"832-23-2782",133759
18,"702-72-3427",446195
19,"010-51-1700",738406
20,"355-41-2463",265739
21,"725-05-6638",936416
22,"105-78-4218",611645
23,"043-88-2028",970606
24,"865-72-7506",567366
25,"565-50-8781",187071
26,"358-87-6367",799355
27,"778-08-5267",751491
28,"322-56-6040",416461
29,"417-50-2805",811014
30,"478-77-0168",205333
31,"057-47-0307",192525
32,"731-01-3327",355435
33,"084-76-7037",408418
34,"667-88-5438",824832
35,"775-26-1206",172241
36,"723-13-7731",566300
37,"377-16-0536",167089
38,"588-25-0202",594731
39,"573-50-0347",655546
40,"801-64-4471",277621
41,"354-16-2062",198892
42,"837-86-6353",951981
43,"471-02-2438",186960
44,"745-84-5503",176561
45,"542-35-2342",684404
46,"161-78-0226",297919
47,"100-74-7353",304938
48,"821-51-0773",359782
49,"500-88-5554",271954
50,"362-64-7780",841939
51,"671-68-5564",952802
52,"060-11-2111",719947
53,"682-81-7633",185425
54,"710-87-8515",132151
55,"804-18-1012",144092
56,"117-77-0065",927080
57,"624-13-0454",114959
58,"328-13-7268",268655
59,"461-25-2550",472042
60,"347-47-0667",950071
61,"134-35-4852",962351
62,"105-66-5586",724202
63,"345-71-0885",724156
64,"636-02-3822",483870
65,"583-85-7164",803179
66,"803-22-4017",466819
67,"824-65-1518",219599
68,"348-74-5400",829156
69,"075-68-1033",956907
70,"428-12-4181",549583
71,"606-32-8656",854811
72,"810-82-6185",205737
73,"773-36-5267",226963
74,"011-20-5434",736670
75,"181-68-1544",633050
76,"816-73-7264",547245
77,"637-18-8217",187914
78,"427-26-4174",155635
79,"232-33-8711",124656
80,"323-08-2058",843105
81,"001-78-5567",706525
82,"478-83-4181",536533
83,"536-34-7814",622024
84,"478-07-6871",705270
85,"031-21-8088",138603
86,"842-34-2305",986582
87,"652-07-4277",811081
88,"458-65-8450",907996
89,"760-55-5756",455850
90,"664-42-2061",670264
91,"872-51-8188",856988
92,"623-81-7544",126617
93,"170-78-2658",771557
94,"481-16-5303",434960
95,"682-58-1827",171568
96,"504-33-0552",560955
97,"134-40-3885",866243
98,"438-28-8232",272302
99,"418-87-2656",248901
100,"160-61-7604",230575
1,"348-14-6088",429770
2,"285-83-6186",994291
3,"811-84-3310",928108
4,"773-80-8680",817035
5,"171-24-1530",203776
6,"110-44-7471",263472
7,"425-86-2712",759068
8,"830-04-7362",619576
9,"564-28-0407",676672
10,"077-14-3850",933514
11,"748-68-5701",429942
1,"348-14-6088",913300
2,"285-83-6186",740579
3,"811-84-3310",188212
4,"773-80-8680",907580
5,"171-24-1530",388875
6,"110-44-7471",667494
7,"425-86-2712",397224
8,"830-04-7362",327946
9,"564-28-0407",725895
10,"077-14-3850",923797
11,"748-68-5701",222877
12,"031-57-1657",385574
13,"142-35-0766",738889
14,"145-28-6565",112866
15,"112-63-6481",446714
16,"853-42-5384",815186
17,"832-23-2782",872477
18,"702-72-3427",230036
19,"010-51-1700",962248
20,"355-41-2463",954914
21,"725-05-6638",505451
22,"105-78-4218",574097
23,"043-88-2028",641245
24,"865-72-7506",748432
25,"565-50-8781",359603
26,"358-87-6367",385752
27,"778-08-5267",751537
28,"322-56-6040",254004
29,"417-50-2805",702083
30,"478-77-0168",717967
31,"057-47-0307",159954
32,"731-01-3327",683600
33,"084-76-7037",986277
34,"667-88-5438",655659
35,"775-26-1206",922425
36,"723-13-7731",861979
37,"377-16-0536",696789
38,"588-25-0202",324278
39,"573-50-0347",622777
40,"801-64-4471",199883
41,"354-16-2062",643108
42,"837-86-6353",633256
43,"471-02-2438",894709
44,"745-84-5503",294993
45,"542-35-2342",536727
46,"161-78-0226",424938
47,"100-74-7353",920907
48,"821-51-0773",855869
49,"500-88-5554",118518
50,"362-64-7780",701697
51,"671-68-5564",132106
52,"060-11-2111",311451
53,"682-81-7633",506230
54,"710-87-8515",390426
55,"804-18-1012",182332
56,"117-77-0065",212965
57,"624-13-0454",163676
58,"328-13-7268",781967
59,"461-25-2550",907294
60,"347-47-0667",310941
61,"134-35-4852",793675
62,"105-66-5586",871675
63,"345-71-0885",265516
64,"636-02-3822",247739
65,"583-85-7164",986354
66,"803-22-4017",548335
67,"824-65-1518",539070
68,"348-74-5400",939197
69,"075-68-1033",534930
70,"428-12-4181",917533
71,"606-32-8656",177268
72,"810-82-6185",282329
73,"773-36-5267",401832
74,"011-20-5434",718370
75,"181-68-1544",895685
76,"816-73-7264",779580
77,"637-18-8217",285458
78,"427-26-4174",553795
79,"232-33-8711",714069
80,"323-08-2058",376082
81,"001-78-5567",417294
82,"478-83-4181",462637
83,"536-34-7814",111510
84,"478-07-6871",363000
85,"031-21-8088",739595
86,"842-34-2305",760167
87,"652-07-4277",255548
88,"458-65-8450",625082
89,"760-55-5756",961498
90,"664-42-2061",445540
91,"872-51-8188",751764
92,"623-81-7544",180241
93,"170-78-2658",233507
94,"481-16-5303",603627
95,"682-58-1827",377015
96,"504-33-0552",892781
97,"134-40-3885",787906
98,"438-28-8232",231991
99,"418-87-2656",397198
100,"160-61-7604",791915
1,"348-14-6088",715341
2,"285-83-6186",735414
3,"811-84-3310",688388
4,"773-80-8680",631875
5,"171-24-1530",851267
6,"110-44-7471",655333
7,"425-86-2712",937660
8,"830-04-7362",728440
9,"564-28-0407",309613
10,"077-14-3850",866881
11,"748-68-5701",337984
1,"348-14-6088",538088
2,"285-83-6186",331985
3,"811-84-3310",374574
4,"773-80-8680",559110
5,"171-24-1530",543940
6,"110-44-7471",734776
7,"425-86-2712",456090
8,"830-04-7362",469687
9,"564-28-0407",496096
10,"077-14-3850",330144
11,"748-68-5701",331300
12,"031-57-1657",621017
13,"142-35-0766",854147
14,"145-28-6565",341846
15,"112-63-6481",211472
16,"853-42-5384",479908
17,"832-23-2782",960367
18,"702-72-3427",364936
19,"010-51-1700",274093
20,"355-41-2463",865029
21,"725-05-6638",270257
22,"105-78-4218",794063
23,"043-88-2028",813118
24,"865-72-7506",376992
25,"565-50-8781",197278
26,"358-87-6367",999760
27,"778-08-5267",294855
28,"322-56-6040",188392
29,"417-50-2805",995066
30,"478-77-0168",965256
31,"057-47-0307",472258
32,"731-01-3327",754564
33,"084-76-7037",253396
34,"667-88-5438",253201
35,"775-26-1206",295152
36,"723-13-7731",709649
37,"377-16-0536",276878
38,"588-25-0202",953168
39,"573-50-0347",422913
40,"801-64-4471",453568
41,"354-16-2062",570601
42,"837-86-6353",798842
43,"471-02-2438",719697
44,"745-84-5503",965187
45,"542-35-2342",908306
46,"161-78-0226",946608
47,"100-74-7353",867006
48,"821-51-0773",651623
49,"500-88-5554",636649
50,"362-64-7780",886961
51,"671-68-5564",337118
52,"060-11-2111",295366
53,"682-81-7633",266762
54,"710-87-8515",248318
55,"804-18-1012",126945
56,"117-77-0065",420176
57,"624-13-0454",352516
58,"328-13-7268",377582
59,"461-25-2550",673569
60,"347-47-0667",987191
61,"134-35-4852",463175
62,"105-66-5586",734915
63,"345-71-0885",852349
64,"636-02-3822",829327
65,"583-85-7164",595342
66,"803-22-4017",973163
67,"824-65-1518",922371
68,"348-74-5400",368592
69,"075-68-1033",120484
70,"428-12-4181",791964
71,"606-32-8656",840539
72,"810-82-6185",149624
73,"773-36-5267",734039
74,"011-20-5434",273349
75,"181-68-1544",301985
76,"816-73-7264",145867
77,"637-18-8217",366152
78,"427-26-4174",811357
79,"232-33-8711",528114
80,"323-08-2058",271290
81,"001-78-5567",551707
82,"478-83-4181",505912
83,"536-34-7814",433189
84,"478-07-6871",501177
85,"031-21-8088",647784
86,"842-34-2305",948967
87,"652-07-4277",972624
88,"458-65-8450",737989
89,"760-55-5756",156088
90,"664-42-2061",784077
91,"872-51-8188",440005
92,"623-81-7544",201287
93,"170-78-2658",370888
94,"481-16-5303",123406
95,"682-58-1827",904249
96,"504-33-0552",418443
97,"134-40-3885",691801
98,"438-28-8232",404841
99,"418-87-2656",630540
100,"160-61-7604",403499
1,"348-14-6088",299151
2,"285-83-6186",510453
3,"811-84-3310",523835
4,"773-80-8680",262322
5,"171-24-1530",866968
6,"110-44-7471",201826
7,"425-86-2712",210428
8,"830-04-7362",948314
9,"564-28-0407",271547
10,"077-14-3850",885345
11,"748-68-5701",660591
1,"348-14-6088",594200
2,"285-83-6186",862293
3,"811-84-3310",858685
4,"773-80-8680",884378
5,"171-24-1530",601131
6,"110-44-7471",766126
7,"425-86-2712",916066
8,"830-04-7362",363396
9,"564-28-0407",348790
10,"077-14-3850",862430
11,"748-68-5701",926689
12,"031-57-1657",636906
13,"142-35-0766",837889
14,"145-28-6565",966725
15,"112-63-6481",129922
16,"853-42-5384",368756
17,"832-23-2782",287714
18,"702-72-3427",425316
19,"010-51-1700",292861
20,"355-41-2463",905122
21,"725-05-6638",173948
22,"105-78-4218",307830
23,"043-88-2028",558570
24,"865-72-7506",532302
25,"565-50-8781",829758
26,"358-87-6367",598220
27,"778-08-5267",905275
28,"322-56-6040",462341
29,"417-50-2805",695472
30,"478-77-0168",575298
31,"057-47-0307",609489
32,"731-01-3327",802305
33,"084-76-7037",830456
34,"667-88-5438",937485
35,"775-26-1206",627211
36,"723-13-7731",756498
37,"377-16-0536",863993
38,"588-25-0202",621380
39,"573-50-0347",698154
40,"801-64-4471",449530
41,"354-16-2062",643978
42,"837-86-6353",129107
43,"471-02-2438",608192
44,"745-84-5503",939211
45,"542-35-2342",166633
46,"161-78-0226",386494
47,"100-74-7353",925261
48,"821-51-0773",540452
49,"500-88-5554",807553
50,"362-64-7780",353126
51,"671-68-5564",731293
52,"060-11-2111",394713
53,"682-81-7633",219766
54,"710-87-8515",452247
